Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Sunflower,2009,Kharif     ,Chhattisgarh,4523.0,589,956.9,704773.86,768.91,0.305384615
Tobacco,2009,Whole Year ,Chhattisgarh,22.0,11,956.9,3428.04,3.74,0.39
Turmeric,2009,Whole Year ,Chhattisgarh,906.0,766,956.9,141172.92,154.02,0.757333333
Urad,2009,Rabi       ,Chhattisgarh,4512.0,1135,956.9,703059.84,767.04,0.242307692
Dry chillies,2009,Whole Year ,Gujarat,9000.0,8500,618.0,1402380.0,1530.0,0.970909091
Moth,2009,Kharif     ,Gujarat,22500.0,5800,618.0,3505950.0,3825.0,0.348
Other  Rabi pulses,2009,Rabi       ,Gujarat,21200.0,15600,618.0,3303384.0,3604.0,0.703636364
Other Cereals,2009,Kharif     ,Gujarat,26300.0,15900,618.0,4098066.0,4471.0,0.686363636
Other Cereals,2009,Rabi       ,Gujarat,14100.0,18100,618.0,2197062.0,2397.0,1.19125
Other Kharif pulses,2009,Kharif     ,Gujarat,29900.0,21900,618.0,4659018.0,5083.0,0.764761905
Ragi,2009,Kharif     ,Gujarat,14700.0,11000,618.0,2290554.0,2499.0,0.7575
Rice,2009,Summer     ,Gujarat,21000.0,64600,618.0,3272220.0,3570.0,3.034444444
Arhar/Tur,2009,Kharif     ,Haryana,19853.0,21600,393.0,3093494.46,3375.01,0.742
Castor seed,2009,Kharif     ,Haryana,1012.0,1100,393.0,157689.84,172.04,0.965
Coriander,2009,Whole Year ,Haryana,378.0,600,393.0,58899.96,64.26,0.564444444
Dry chillies,2009,Whole Year ,Haryana,908.0,1400,393.0,141484.56,154.36,0.823571429
Groundnut,2009,Kharif     ,Haryana,1729.0,1600,393.0,269412.78,293.93,0.581818182
Horse-gram,2009,Kharif     ,Haryana,436.0,100,393.0,67937.52,74.12,0.09
Maize,2009,Kharif     ,Haryana,12199.0,26000,393.0,1900848.18,2073.83,0.940555556
Masoor,2009,Rabi       ,Haryana,4646.0,3600,393.0,723939.72,789.82,0.747692308
Moong(Green Gram),2009,Kharif     ,Haryana,14899.0,6600,393.0,2321562.18,2532.83,0.235625
Moth,2009,Kharif     ,Haryana,2789.0,700,393.0,434581.98,474.13,0.192857143
Peas & beans (Pulses),2009,Rabi       ,Haryana,1651.0,1600,393.0,257258.82,280.67,0.586875
Sesamum,2009,Kharif     ,Haryana,2990.0,1200,393.0,465901.8,508.3,0.2065
Sunflower,2009,Rabi       ,Haryana,6189.0,11100,393.0,964369.98,1052.13,1.67
Urad,2009,Kharif     ,Haryana,2964.0,1100,393.0,461850.48,503.88,0.25875
Arhar/Tur,2009,Kharif     ,Himachal Pradesh,12.0,3,969.9,1869.84,2.04,0.4
Bajra,2009,Kharif     ,Himachal Pradesh,213.0,106,969.9,33189.66,36.21,0.584
Barley,2009,Rabi       ,Himachal Pradesh,21017.0,16176,969.9,3274868.94,3572.89,0.784545455
Coriander,2009,Rabi       ,Himachal Pradesh,120.0,66,969.9,18698.4,20.4,0.608
Cotton(lint),2009,Kharif     ,Himachal Pradesh,8.0,2,969.9,1246.56,1.36,0.335
Dry chillies,2009,Kharif     ,Himachal Pradesh,603.0,318,969.9,93959.46,102.51,0.545
Garlic,2009,Rabi       ,Himachal Pradesh,4860.0,8491,969.9,757285.2,826.2,1.673
Gram,2009,Rabi       ,Himachal Pradesh,604.0,308,969.9,94115.28,102.68,0.397777778
Groundnut,2009,Kharif     ,Himachal Pradesh,195.0,129,969.9,30384.9,33.15,0.6625
Horse-gram,2009,Kharif     ,Himachal Pradesh,2005.0,599,969.9,312419.1,340.85,0.306
Linseed,2009,Rabi       ,Himachal Pradesh,1415.0,355,969.9,220485.3,240.55,0.255
Masoor,2009,Rabi       ,Himachal Pradesh,704.0,274,969.9,109697.28,119.68,0.664444444
Moong(Green Gram),2009,Kharif     ,Himachal Pradesh,225.0,104,969.9,35059.5,38.25,0.367142857
Other Kharif pulses,2009,Kharif     ,Himachal Pradesh,6982.0,3708,969.9,1087935.24,1186.94,0.515714286
Peas & beans (Pulses),2009,Kharif     ,Himachal Pradesh,817.0,748,969.9,127304.94,138.89,0.97
Peas & beans (Pulses),2009,Rabi       ,Himachal Pradesh,8250.0,10245,969.9,1285515.0,1402.5,1.333636364
Ragi,2009,Kharif     ,Himachal Pradesh,2208.0,2104,969.9,344050.56,375.36,0.778571429
Rapeseed &Mustard,2009,Rabi       ,Himachal Pradesh,8586.0,2329,969.9,1337870.52,1459.62,0.340909091
Sesamum,2009,Kharif     ,Himachal Pradesh,2773.0,233,969.9,432088.86,471.41,0.084444444
Small millets,2009,Kharif     ,Himachal Pradesh,4937.0,1771,969.9,769283.34,839.29,0.367142857
Soyabean,2009,Kharif     ,Himachal Pradesh,550.0,430,969.9,85701.0,93.5,0.774285714
Turmeric,2009,Kharif     ,Himachal Pradesh,194.0,110,969.9,30229.08,32.98,0.5625
Urad,2009,Kharif     ,Himachal Pradesh,10007.0,1982,969.9,1559290.74,1701.19,0.284545455
Castor seed,2009,Kharif     ,Maharashtra,6700.0,1500,1002.4,1043994.0,1139.0,0.195
Maize,2009,Summer     ,Maharashtra,20100.0,30200,1002.4,3131982.0,3417.0,1.348235294
Rapeseed &Mustard,2009,Rabi       ,Maharashtra,5800.0,2240,1002.4,903756.0,986.0,0.493
Rice,2009,Summer     ,Maharashtra,20600.0,47700,1002.4,3209892.0,3502.0,2.251111111
Sesamum,2009,Rabi       ,Maharashtra,2500.0,500,1002.4,389550.0,425.0,0.10375
Small millets,2009,Rabi       ,Maharashtra,5300.0,2800,1002.4,825846.0,901.0,0.59
Sunflower,2009,Summer     ,Maharashtra,5100.0,5400,1002.4,794682.0,867.0,0.889285714
Arhar/Tur,2009,Kharif     ,Manipur,168.0,149,992.5,26177.76,28.56,0.77875
Cowpea(Lobia),2009,Kharif     ,Manipur,185.0,157,992.5,28826.7,31.45,0.7625
Gram,2009,Rabi       ,Manipur,1848.0,1584,992.5,287955.36,314.16,0.817777778
Groundnut,2009,Kharif     ,Manipur,475.0,280,992.5,74014.5,80.75,0.522222222
Maize,2009,Kharif     ,Manipur,18300.0,33950,992.5,2851506.0,3111.0,1.705555556
Maize,2009,Rabi       ,Manipur,13500.0,23170,992.5,2103570.0,2295.0,1.673333333
Masoor,2009,Rabi       ,Manipur,1413.0,1195,992.5,220173.66,240.21,0.812222222
Moong(Green Gram),2009,Kharif     ,Manipur,190.0,155,992.5,29605.8,32.3,0.718888889
Other  Rabi pulses,2009,Rabi       ,Manipur,8993.0,7851,992.5,1401289.26,1528.81,0.817777778
Other Kharif pulses,2009,Kharif     ,Manipur,286.0,250,992.5,44564.52,48.62,0.731111111
Soyabean,2009,Kharif     ,Manipur,565.0,340,992.5,88038.3,96.05,0.543333333
Urad,2009,Kharif     ,Manipur,361.0,297,992.5,56251.02,61.37,0.706666667
Wheat,2009,Rabi       ,Manipur,12000.0,25050,992.5,1869840.0,2040.0,2.073333333
Arhar/Tur,2009,Kharif     ,Nagaland,3000.0,2110,1225.9,467460.0,510.0,0.699090909
Bajra,2009,Kharif     ,Nagaland,1000.0,690,1225.9,155820.0,170.0,0.688181818
Barley,2009,Rabi       ,Nagaland,500.0,700,1225.9,77910.0,85.0,1.449090909
Castor seed,2009,Kharif     ,Nagaland,650.0,330,1225.9,101283.0,110.5,0.496363636
Cotton(lint),2009,Kharif     ,Nagaland,90.0,40,1225.9,14023.8,15.3,0.465
Gram,2009,Rabi       ,Nagaland,570.0,400,1225.9,88817.4,96.9,0.740909091
Groundnut,2009,Kharif     ,Nagaland,700.0,550,1225.9,109074.0,119.0,0.754
Jowar,2009,Kharif     ,Nagaland,240.0,100,1225.9,37396.8,40.8,0.412
Jute,2009,Kharif     ,Nagaland,1250.0,1960,1225.9,194775.0,212.5,1.554
Linseed,2009,Rabi       ,Nagaland,12780.0,8800,1225.9,1991379.6,2172.6,0.688181818
Maize,2009,Rabi       ,Nagaland,5000.0,7500,1225.9,779100.0,850.0,1.51
Masoor,2009,Rabi       ,Nagaland,1910.0,1360,1225.9,297616.2,324.7,0.711111111
Mesta,2009,Kharif     ,Nagaland,2000.0,2000,1225.9,311640.0,340.0,0.978181818
Moong(Green Gram),2009,Kharif     ,Nagaland,620.0,560,1225.9,96608.4,105.4,0.897272727
Peas & beans (Pulses),2009,Kharif     ,Nagaland,2050.0,2250,1225.9,319431.0,348.5,1.096
Peas & beans (Pulses),2009,Rabi       ,Nagaland,6800.0,6800,1225.9,1059576.0,1156.0,0.998181818
Ragi,2009,Kharif     ,Nagaland,350.0,240,1225.9,54537.0,59.5,0.664285714
Sesamum,2009,Kharif     ,Nagaland,3000.0,1520,1225.9,467460.0,510.0,0.515454545
Small millets,2009,Kharif     ,Nagaland,9650.0,3460,1225.9,1503663.0,1640.5,0.357777778
Soyabean,2009,Kharif     ,Nagaland,24240.0,25010,1225.9,3777076.8,4120.8,1.030909091
Sunflower,2009,Kharif     ,Nagaland,200.0,120,1225.9,31164.0,34.0,0.57
Sunflower,2009,Rabi       ,Nagaland,1840.0,1650,1225.9,286708.8,312.8,0.876
Urad,2009,Kharif     ,Nagaland,300.0,200,1225.9,46746.0,51.0,0.60375
Urad,2009,Rabi       ,Nagaland,470.0,350,1225.9,73235.4,79.9,0.707
Wheat,2009,Rabi       ,Nagaland,2010.0,2410,1225.9,313198.2,341.7,1.198888889
Arhar/Tur,2009,Kharif     ,Punjab,4600.0,4400,371.3,716772.0,782.0,0.988571429
Bajra,2009,Kharif     ,Punjab,3000.0,4000,371.3,467460.0,510.0,1.333333333
Barley,2009,Rabi       ,Punjab,14000.0,47000,371.3,2181480.0,2380.0,3.40625
Gram,2009,Rabi       ,Punjab,3000.0,3400,371.3,467460.0,510.0,1.155555556
Groundnut,2009,Kharif     ,Punjab,2500.0,3100,371.3,389550.0,425.0,1.3075
Guar seed,2009,Kharif     ,Punjab,21800.0,16800,371.3,3396876.0,3706.0,0.911666667
Jowar,2009,Kharif     ,Punjab,100.0,100,371.3,15582.0,17.0,1.0
Masoor,2009,Rabi       ,Punjab,1100.0,700,371.3,171402.0,187.0,0.734
Moong(Green Gram),2009,Kharif     ,Punjab,7000.0,6400,371.3,1090740.0,1190.0,0.941818182
Peas & beans (Pulses),2009,Rabi       ,Punjab,1600.0,1800,371.3,249312.0,272.0,1.071428571
Rapeseed &Mustard,2009,Rabi       ,Punjab,30000.0,39000,371.3,4674600.0,5100.0,1.266666667
Sesamum,2009,Kharif     ,Punjab,7000.0,2600,371.3,1090740.0,1190.0,0.27
Urad,2009,Kharif     ,Punjab,2800.0,1400,371.3,436296.0,476.0,0.49
Arhar/Tur,2009,Kharif     ,Tripura,987.0,716,2004.2,153794.34,167.79,0.725
Cotton(lint),2009,Kharif     ,Tripura,965.0,1437,2004.2,150366.3,164.05,1.4625
Gram,2009,Rabi       ,Tripura,121.0,91,2004.2,18854.22,20.57,0.7575
Groundnut,2009,Kharif     ,Tripura,236.0,256,2004.2,36773.52,40.12,1.115
Groundnut,2009,Rabi       ,Tripura,187.0,208,2004.2,29138.34,31.79,1.1275
Maize,2009,Kharif     ,Tripura,2018.0,2030,2004.2,314444.76,343.06,1.0
Masoor,2009,Rabi       ,Tripura,324.0,215,2004.2,50485.68,55.08,0.68
Moong(Green Gram),2009,Kharif     ,Tripura,398.0,222,2004.2,62016.36,67.66,0.555
Moong(Green Gram),2009,Rabi       ,Tripura,230.0,131,2004.2,35838.6,39.1,0.5625
Other  Rabi pulses,2009,Rabi       ,Tripura,1031.0,887,2004.2,160650.42,175.27,0.8775
Other Kharif pulses,2009,Kharif     ,Tripura,1226.0,855,2004.2,191035.32,208.42,0.72
Peas & beans (Pulses),2009,Rabi       ,Tripura,724.0,538,2004.2,112813.68,123.08,0.74
Rapeseed &Mustard,2009,Rabi       ,Tripura,1495.0,1147,2004.2,232950.9,254.15,0.75
Sesamum,2009,Kharif     ,Tripura,1532.0,873,2004.2,238716.24,260.44,0.565
Urad,2009,Kharif     ,Tripura,764.0,462,2004.2,119046.48,129.88,0.5875
Urad,2009,Rabi       ,Tripura,325.0,204,2004.2,50641.5,55.25,0.59
Wheat,2009,Rabi       ,Tripura,667.0,1323,2004.2,103931.94,113.39,1.9825
Coriander,2009,Rabi       ,Uttar Pradesh,6461.0,3670,585.8,1006753.02,1098.37,0.580149254
Cotton(lint),2009,Kharif     ,Uttar Pradesh,4971.0,838,585.8,774581.22,845.07,0.1875
Dry chillies,2009,Kharif     ,Uttar Pradesh,14922.0,13146,585.8,2325146.04,2536.74,0.884558824
Ginger,2009,Kharif     ,Uttar Pradesh,786.0,2360,585.8,122474.52,133.62,3.0
Guar seed,2009,Kharif     ,Uttar Pradesh,2539.0,2120,585.8,395626.98,431.63,0.841111111
Maize,2009,Rabi       ,Uttar Pradesh,4636.0,14162,585.8,722381.52,788.12,3.032083333
Maize,2009,Summer     ,Uttar Pradesh,29237.0,42540,585.8,4555709.34,4970.29,1.462833333
Rice,2009,Summer     ,Uttar Pradesh,24695.0,61514,585.8,3847974.9,4198.15,2.13
Sannhamp,2009,Kharif     ,Uttar Pradesh,1813.0,334,585.8,282501.66,308.21,0.1790625
Small millets,2009,Kharif     ,Uttar Pradesh,6951.0,3540,585.8,1083104.82,1181.67,0.530416667
Soyabean,2009,Kharif     ,Uttar Pradesh,7169.0,7563,585.8,1117073.58,1218.73,1.046666667
Sunflower,2009,Summer     ,Uttar Pradesh,7093.0,15597,585.8,1105231.26,1205.81,2.1215
Turmeric,2009,Rabi       ,Uttar Pradesh,1315.0,4346,585.8,204903.3,223.55,3.282972973
Arhar/Tur,2009,Kharif     ,Uttarakhand,1931.0,1320,847.8,300888.42,328.27,0.629166667
Bajra,2009,Kharif     ,Uttarakhand,1.0,1,847.8,155.82,0.17,1.0
Barley,2009,Rabi       ,Uttarakhand,22206.0,24831,847.8,3460138.92,3775.02,1.226153846
Gram,2009,Rabi       ,Uttarakhand,528.0,381,847.8,82272.96,89.76,0.665
Groundnut,2009,Kharif     ,Uttarakhand,1369.0,1901,847.8,213317.58,232.73,0.964
Horse-gram,2009,Kharif     ,Uttarakhand,9538.0,5909,847.8,1486211.16,1621.46,0.650909091
Maize,2009,Kharif     ,Uttarakhand,26103.0,36088,847.8,4067369.46,4437.51,1.236153846
Maize,2009,Rabi       ,Uttarakhand,63.0,103,847.8,9816.66,10.71,1.6
Masoor,2009,Rabi       ,Uttarakhand,10792.0,6222,847.8,1681609.44,1834.64,0.620769231
Moong(Green Gram),2009,Kharif     ,Uttarakhand,8.0,6,847.8,1246.56,1.36,0.855
Moong(Green Gram),2009,Rabi       ,Uttarakhand,8.0,6,847.8,1246.56,1.36,0.855
Moth,2009,Kharif     ,Uttarakhand,18.0,7,847.8,2804.76,3.06,0.39
Other  Rabi pulses,2009,Rabi       ,Uttarakhand,164.0,121,847.8,25554.48,27.88,0.69125
Other Cereals,2009,Kharif     ,Uttarakhand,3767.0,1460,847.8,586973.94,640.39,0.435
Other Cereals,2009,Rabi       ,Uttarakhand,298.0,288,847.8,46434.36,50.66,0.983333333
Other Kharif pulses,2009,Kharif     ,Uttarakhand,11255.0,9662,847.8,1753754.1,1913.35,0.849166667
Peas & beans (Pulses),2009,Rabi       ,Uttarakhand,5504.0,5502,847.8,857633.28,935.68,0.650769231
Rapeseed &Mustard,2009,Rabi       ,Uttarakhand,13160.0,11013,847.8,2050591.2,2237.2,0.624615385
Rice,2009,Rabi       ,Uttarakhand,13775.0,39300,847.8,2146420.5,2341.75,2.85
Sesamum,2009,Kharif     ,Uttarakhand,1959.0,400,847.8,305251.38,333.03,0.195384615
Soyabean,2009,Kharif     ,Uttarakhand,8270.0,13660,847.8,1288631.4,1405.9,1.19
Sunflower,2009,Kharif     ,Uttarakhand,5.0,6,847.8,779.1,0.85,1.2
Tobacco,2009,Whole Year ,Uttarakhand,11.0,7,847.8,1714.02,1.87,0.64
Turmeric,2009,Whole Year ,Uttarakhand,155.0,149,847.8,24152.1,26.35,0.971666667
Urad,2009,Kharif     ,Uttarakhand,10731.0,7705,847.8,1672104.42,1824.27,0.661538462
Urad,2009,Rabi       ,Uttarakhand,207.0,113,847.8,32254.74,35.19,0.55
other oilseeds,2009,Kharif     ,Uttarakhand,598.0,438,847.8,93180.36,101.66,0.781111111
other oilseeds,2009,Rabi       ,Uttarakhand,860.0,273,847.8,134005.2,146.2,0.55
Arhar/Tur,2009,Rabi       ,Jharkhand,18644.0,30146,996.1,2905108.08,3169.48,1.295652174
Gram,2009,Rabi       ,Jharkhand,15127.0,11080,996.1,2357089.14,2571.59,0.828333333
Masoor,2009,Rabi       ,Jharkhand,5904.0,6544,996.1,919961.28,1003.68,0.950625
Ragi,2009,Autumn     ,Jharkhand,27726.0,20392,996.1,4320265.32,4713.42,0.564
Rapeseed &Mustard,2009,Rabi       ,Jharkhand,10364.0,7644,996.1,1614918.48,1761.88,0.892083333
Arhar/Tur,2009,Rabi       ,West Bengal,755.0,582,1317.2,117644.1,128.35,0.841
Bajra,2009,Kharif     ,West Bengal,53.0,23,1317.2,8258.46,9.01,0.755
Barley,2009,Rabi       ,West Bengal,1749.0,2352,1317.2,272529.18,297.33,1.45
Castor seed,2009,Kharif     ,West Bengal,60.0,35,1317.2,9349.2,10.2,0.58
Cotton(lint),2009,Kharif     ,West Bengal,1289.0,3262,1317.2,200851.98,219.13,1.764
Gram,2009,Rabi       ,West Bengal,21766.0,24150,1317.2,3391578.12,3700.22,1.025
Groundnut,2009,Autumn     ,West Bengal,2058.0,1886,1317.2,320677.56,349.86,1.015
Groundnut,2009,Rabi       ,West Bengal,13462.0,23927,1317.2,2097648.84,2288.54,1.616666667
Horse-gram,2009,Rabi       ,West Bengal,1863.0,935,1317.2,290292.66,316.71,0.555
Jowar,2009,Kharif     ,West Bengal,1479.0,632,1317.2,230457.78,251.43,0.455
Khesari,2009,Rabi       ,West Bengal,28127.0,19661,1317.2,4382749.14,4781.59,0.761875
Linseed,2009,Rabi       ,West Bengal,4715.0,1391,1317.2,734691.3,801.55,0.300714286
Moong(Green Gram),2009,Kharif     ,West Bengal,2055.0,1718,1317.2,320210.1,349.35,0.652222222
Moong(Green Gram),2009,Rabi       ,West Bengal,1677.0,1097,1317.2,261310.14,285.09,0.682727273
Moong(Green Gram),2009,Summer     ,West Bengal,13055.0,6443,1317.2,2034230.1,2219.35,0.560666667
Niger seed,2009,Kharif     ,West Bengal,3658.0,2402,1317.2,569989.56,621.86,0.527142857
Other Kharif pulses,2009,Kharif     ,West Bengal,591.0,237,1317.2,92089.62,100.47,0.42
Peas & beans (Pulses),2009,Rabi       ,West Bengal,9391.0,11761,1317.2,1463305.62,1596.47,1.160666667
Ragi,2009,Autumn     ,West Bengal,11774.0,13897,1317.2,1834624.68,2001.58,0.76
Safflower,2009,Rabi       ,West Bengal,590.0,540,1317.2,91933.8,100.3,0.763333333
Sesamum,2009,Autumn     ,West Bengal,1041.0,666,1317.2,162208.62,176.97,0.6125
Sesamum,2009,Winter     ,West Bengal,1292.0,793,1317.2,201319.44,219.64,0.56
Small millets,2009,Kharif     ,West Bengal,1194.0,1000,1317.2,186049.08,202.98,0.7325
Small millets,2009,Rabi       ,West Bengal,520.0,830,1317.2,81026.4,88.4,1.6
Soyabean,2009,Kharif     ,West Bengal,551.0,332,1317.2,85856.82,93.67,0.64
Sunflower,2009,Kharif     ,West Bengal,10780.0,13021,1317.2,1679739.6,1832.6,1.233125
Tobacco,2009,Whole Year ,West Bengal,14169.0,20927,1317.2,2207813.58,2408.73,0.935
Urad,2009,Rabi       ,West Bengal,7009.0,5558,1317.2,1092142.38,1191.53,0.75
Castor seed,2009,Whole Year ,Madhya Pradesh,1361.0,481,904.1,212071.02,231.37,0.305714286
Cowpea(Lobia),2009,Kharif     ,Madhya Pradesh,2992.0,1071,904.1,466213.44,508.64,0.331785714
Cowpea(Lobia),2009,Rabi       ,Madhya Pradesh,680.0,231,904.1,105957.6,115.6,0.349545455
Ginger,2009,Whole Year ,Madhya Pradesh,7797.0,9667,904.1,1214928.54,1325.49,1.159761905
Horse-gram,2009,Kharif     ,Madhya Pradesh,22133.0,6708,904.1,3448764.06,3762.61,0.3075
Horse-gram,2009,Rabi       ,Madhya Pradesh,171.0,56,904.1,26645.22,29.07,0.3325
Jowar,2009,Rabi       ,Madhya Pradesh,3624.0,4686,904.1,564691.68,616.08,1.727142857
Mesta,2009,Whole Year ,Madhya Pradesh,731.0,237,904.1,113904.42,124.27,0.283333333
Moong(Green Gram),2009,Rabi       ,Madhya Pradesh,2534.0,652,904.1,394847.88,430.78,0.303793103
Ragi,2009,Whole Year ,Madhya Pradesh,382.0,120,904.1,59523.24,64.94,0.32
Safflower,2009,Whole Year ,Madhya Pradesh,409.0,122,904.1,63730.38,69.53,0.3
Sannhamp,2009,Whole Year ,Madhya Pradesh,4188.0,1469,904.1,652574.16,711.96,0.368974359
Small millets,2009,Rabi       ,Madhya Pradesh,595.0,201,904.1,92712.9,101.15,0.500666667
Sunflower,2009,Whole Year ,Madhya Pradesh,202.0,91,904.1,31475.64,34.34,0.369
Tobacco,2009,Whole Year ,Madhya Pradesh,312.0,142,904.1,48615.84,53.04,0.543636364
Turmeric,2009,Whole Year ,Madhya Pradesh,649.0,573,904.1,101127.18,110.33,0.975483871
Urad,2009,Rabi       ,Madhya Pradesh,4882.0,1945,904.1,760713.24,829.94,0.220833333
Bajra,2010,Kharif     ,Bihar,4851.0,5424,629.2,805799.61,1164.24,0.995
Barley,2010,Rabi       ,Bihar,11822.0,15686,629.2,1963752.42,2837.28,1.252580645
Castor seed,2010,Kharif     ,Bihar,173.0,166,629.2,28737.03,41.52,0.98
Groundnut,2010,Kharif     ,Bihar,362.0,371,629.2,60131.82,86.88,1.015714286
Horse-gram,2010,Kharif     ,Bihar,9870.0,9318,629.2,1639505.7,2368.8,0.938888889
Jowar,2010,Kharif     ,Bihar,3082.0,3266,629.2,511951.02,739.68,1.034444444
Moong(Green Gram),2010,Kharif     ,Bihar,9298.0,6080,629.2,1544490.78,2231.52,0.66375
Other  Rabi pulses,2010,Rabi       ,Bihar,2174.0,1615,629.2,361123.14,521.76,0.753
Other Kharif pulses,2010,Kharif     ,Bihar,2454.0,1717,629.2,407633.94,588.96,0.734
Peas & beans (Pulses),2010,Rabi       ,Bihar,19150.0,19822,629.2,3181006.5,4596.0,1.032894737
Ragi,2010,Kharif     ,Bihar,9014.0,8853,629.2,1497315.54,2163.36,1.07
Safflower,2010,Kharif     ,Bihar,70.0,56,629.2,11627.7,16.8,0.795
Sesamum,2010,Kharif     ,Bihar,2558.0,2015,629.2,424909.38,613.92,0.7825
Small millets,2010,Kharif     ,Bihar,5303.0,4080,629.2,880881.33,1272.72,0.799444444
Sunflower,2010,Rabi       ,Bihar,17424.0,24986,629.2,2894300.64,4181.76,1.419565217
Tobacco,2010,Whole Year ,Bihar,9377.0,16719,629.2,1557613.47,2250.48,1.802727273
Urad,2010,Kharif     ,Bihar,15167.0,13225,629.2,2519390.37,3640.08,0.8775
Bajra,2010,Kharif     ,Chhattisgarh,76.0,37,1283.1,12624.36,18.24,0.546666667
Barley,2010,Rabi       ,Chhattisgarh,2253.0,1196,1283.1,374245.83,540.72,0.581428571
Castor seed,2010,Kharif     ,Chhattisgarh,223.0,77,1283.1,37042.53,53.52,0.32
Coriander,2010,Whole Year ,Chhattisgarh,3342.0,1014,1283.1,555139.62,802.08,0.278235294
Cotton(lint),2010,Kharif     ,Chhattisgarh,12.0,20,1283.1,1993.32,2.88,1.655
Dry chillies,2010,Whole Year ,Chhattisgarh,6625.0,3218,1283.1,1100478.75,1590.0,0.465555556
Garlic,2010,Whole Year ,Chhattisgarh,1083.0,2564,1283.1,179897.13,259.92,2.667333333
Ginger,2010,Whole Year ,Chhattisgarh,1880.0,2500,1283.1,312286.8,451.2,1.181764706
Horse-gram,2010,Rabi       ,Chhattisgarh,2109.0,562,1283.1,350325.99,506.16,0.256363636
Jowar,2010,Kharif     ,Chhattisgarh,5720.0,8193,1283.1,950149.2,1372.8,1.511764706
Jute,2010,Kharif     ,Chhattisgarh,542.0,0,1283.1,90031.62,130.08,0.0
Masoor,2010,Rabi       ,Chhattisgarh,16094.0,5025,1283.1,2673374.34,3862.56,0.308666667
Mesta,2010,Kharif     ,Chhattisgarh,1218.0,2314,1283.1,202321.98,292.32,2.254
Moong(Green Gram),2010,Kharif     ,Chhattisgarh,9155.0,2648,1283.1,1520737.05,2197.2,0.242777778
Moong(Green Gram),2010,Rabi       ,Chhattisgarh,7116.0,1607,1283.1,1182038.76,1707.84,0.235333333
Other  Rabi pulses,2010,Rabi       ,Chhattisgarh,2495.0,437,1283.1,414444.45,598.8,0.172352941
Other Kharif pulses,2010,Kharif     ,Chhattisgarh,6685.0,1700,1283.1,1110445.35,1604.4,0.243529412
Peas & beans (Pulses),2010,Rabi       ,Chhattisgarh,14177.0,4795,1283.1,2354941.47,3402.48,0.344375
Ragi,2010,Kharif     ,Chhattisgarh,8063.0,2243,1283.1,1339344.93,1935.12,0.280909091
Safflower,2010,Rabi       ,Chhattisgarh,802.0,239,1283.1,133220.22,192.48,0.287142857
Sannhamp,2010,Whole Year ,Chhattisgarh,1285.0,303,1283.1,213451.35,308.4,0.251666667
Sesamum,2010,Kharif     ,Chhattisgarh,20505.0,6878,1283.1,3406085.55,4921.2,0.352222222
Sugarcane,2010,Whole Year ,Chhattisgarh,7540.0,18456,1283.1,1252469.4,1809.6,2.692777778
Sunflower,2010,Kharif     ,Chhattisgarh,4056.0,1326,1283.1,673742.16,973.44,0.498461538
Tobacco,2010,Whole Year ,Chhattisgarh,23.0,12,1283.1,3820.53,5.52,0.4
Turmeric,2010,Whole Year ,Chhattisgarh,978.0,875,1283.1,162455.58,234.72,1.044375
Urad,2010,Rabi       ,Chhattisgarh,4298.0,1097,1283.1,713940.78,1031.52,0.233076923
Dry chillies,2010,Whole Year ,Gujarat,7600.0,6900,1107.5,1262436.0,1824.0,0.956666667
Other Cereals,2010,Kharif     ,Gujarat,8000.0,5200,1107.5,1328880.0,1920.0,0.632
Ragi,2010,Kharif     ,Gujarat,20000.0,13900,1107.5,3322200.0,4800.0,0.7225
Urad,2010,Summer     ,Gujarat,7000.0,4600,1107.5,1162770.0,1680.0,0.7625
Arhar/Tur,2010,Kharif     ,Haryana,21927.0,23700,639.2,3642293.97,5262.48,0.822105263
Castor seed,2010,Kharif     ,Haryana,1654.0,700,639.2,274745.94,396.96,0.138333333
Coriander,2010,Whole Year ,Haryana,292.0,0,639.2,48504.12,70.08,0.0
Garlic,2010,Whole Year ,Haryana,750.0,800,639.2,124582.5,180.0,0.394444444
Ginger,2010,Kharif     ,Haryana,61.0,100,639.2,10132.71,14.64,1.64
Groundnut,2010,Kharif     ,Haryana,2318.0,2400,639.2,385042.98,556.32,0.698181818
Horse-gram,2010,Kharif     ,Haryana,416.0,100,639.2,69101.76,99.84,0.0725
Maize,2010,Kharif     ,Haryana,9662.0,19000,639.2,1604954.82,2318.88,0.8175
Masoor,2010,Rabi       ,Haryana,3663.0,3300,639.2,608460.93,879.12,0.526
Moth,2010,Kharif     ,Haryana,5693.0,1400,639.2,945664.23,1366.32,0.238571429
Other  Rabi pulses,2010,Rabi       ,Haryana,102.0,0,639.2,16943.22,24.48,0.0
Other Kharif pulses,2010,Kharif     ,Haryana,1944.0,0,639.2,322917.84,466.56,0.0
Peas & beans (Pulses),2010,Rabi       ,Haryana,3007.0,2200,639.2,499492.77,721.68,0.58
Sannhamp,2010,Whole Year ,Haryana,103.0,0,639.2,17109.33,24.72,0.0
Sesamum,2010,Kharif     ,Haryana,3268.0,1400,639.2,542847.48,784.32,0.511052632
Soyabean,2010,Kharif     ,Haryana,2.0,0,639.2,332.22,0.48,0.0
